CODE_ISO;X_MIN;X_MAX;Y_MIN;Y_MAX;X_CNTR;Y_CNTR;Z_MIN;Z_MAX;Z_AVG;Z_MED;AREA_HA;E_MIN;E_MAX;N_MIN;N_MAX;E_CNTR;N_CNTR
CH;485410;833858;75268;295934;659600;201400;193;4632;1306.0;1080;4129069;2485410;2833858;1075268;1295934;2659600;1201400
